,model,score_test,score_val,pred_time_test,pred_time_val,fit_time_marginal,fit_order
3,WeightedEnsemble,-1586.6744664208475,-821.1248264613687,0.1507411003112793,0.05926108360290527,33.41985034942627,6
7,PatchTST,-1786.2909246584359,-897.8669908682119,0.028204679489135742,0.014676094055175781,2587.672982931137,4
1,TemporalFusionTransformer,-1336.666949401253,-927.0941540708288,0.07873320579528809,0.0284421443939209,4715.777403116226,2
11,TiDE,-3705.7619454445207,-947.5590803286744,0.04197525978088379,0.016142845153808594,5568.07369017601,5
9,DeepAR,-2570.425231346518,-1148.7663468297974,0.0490107536315918,0.04388737678527832,4562.59831571579,3
5,DynamicOptimizedTheta,-1724.468614108381,-1248.4242666044088,2.4939332008361816,2.4046874046325684,81.9804310798645,1
0,TemporalFusionTransformer_FULL,-1336.666949401253,,0.07947826385498047,,67.64414072036743,8
2,WeightedEnsemble_FULL,-1586.6744664208475,,0.1401517391204834,,33.41985034942627,12
4,DynamicOptimizedTheta_FULL,-1724.468614108381,,2.470453977584839,,0.006307125091552734,7
6,PatchTST_FULL,-1786.2909246584359,,0.027425527572631836,,68.64122915267944,10
8,DeepAR_FULL,-1926.4445402364413,,0.053545475006103516,,57.20705580711365,9
10,TiDE_FULL,-3705.7619454445207,,0.031640052795410156,,54.154064655303955,11
