,model,score_test,score_val,pred_time_test,pred_time_val,fit_time_marginal,fit_order
16,WeightedEnsemble,-9261.846581302743,-1617.7407299183408,0.7898533344268799,0.6664021015167236,92.241863489151,13
7,PatchTST,-6210.502165182439,-1810.1602553728253,0.036916255950927734,0.025638341903686523,2160.2936215400696,11
11,TemporalFusionTransformer,-8343.615184110007,-1831.1850727583142,0.08987283706665039,0.03132748603820801,3794.852327108383,9
21,TiDE,-21869.14732716222,-1888.195945492247,0.05686330795288086,0.01876997947692871,6998.182558774948,12
17,DeepAR,-9729.22893893424,-2079.3005356631215,0.16872239112854004,0.15601277351379395,5223.44929933548,10
13,DynamicOptimizedTheta,-8359.62640318527,-2130.8744359727793,0.37206172943115234,1.9651803970336914,80.87039613723755,5
3,ChronosZeroShot[bolt_base],-5737.155830923185,-2203.7900962788053,2.843672037124634,1.3074464797973633,102.21068048477173,7
15,AutoETS,-8440.619726637677,-2231.68089510787,1.1575143337249756,1.1289582252502441,57.51779627799988,6
8,RecursiveTabular,-6880.43040977739,-2457.544914996784,0.8189465999603271,0.5826246738433838,180.6398093700409,2
5,SeasonalNaive,-5774.555604835175,-2566.4108305439777,0.011292219161987305,0.018103599548339844,1.927536964416504,1
1,ChronosFineTuned[bolt_small],-3912.5489277160973,-3231.1254718858922,0.7889034748077393,0.03286600112915039,12113.26869559288,8
23,DirectTabular,-42533.86183943976,-4829.404585958158,0.11019253730773926,0.11041855812072754,264.3276996612549,3
24,NPTS,-64562.04417782915,-11522.208948134688,0.4327068328857422,0.43465352058410645,21.716096878051758,4
0,ChronosFineTuned[bolt_small]_FULL,-3912.5489277160973,,0.7624874114990234,,236.58707118034363,21
2,ChronosZeroShot[bolt_base]_FULL,-5737.155830923185,,1.6660234928131104,,0.010301828384399414,20
4,SeasonalNaive_FULL,-5774.555604835175,,0.011695623397827148,,0.01623392105102539,14
6,PatchTST_FULL,-6210.502165182439,,0.03330278396606445,,50.50316762924194,24
9,RecursiveTabular_FULL,-7225.5332035504725,,0.486569881439209,,3.014669895172119,15
10,TemporalFusionTransformer_FULL,-8343.615184110007,,0.08804845809936523,,93.18436336517334,22
12,DynamicOptimizedTheta_FULL,-8359.62640318527,,0.36853909492492676,,0.006998300552368164,18
14,AutoETS_FULL,-8440.619726637677,,1.1440315246582031,,0.007275581359863281,19
18,WeightedEnsemble_FULL,-10104.902554118707,,0.8168139457702637,,92.241863489151,26
19,DeepAR_FULL,-14863.28882584249,,0.15751886367797852,,94.05088210105896,23
20,TiDE_FULL,-21869.14732716222,,0.08339548110961914,,93.73711585998535,25
22,DirectTabular_FULL,-36422.03939118099,,0.22422146797180176,,20.300039291381836,16
25,NPTS_FULL,-64884.861204396,,0.44942188262939453,,0.006708383560180664,17
